WORD,_TOTAL_,VERB
carrying,101041461.0,0.904906956957006
improved,100994060.0,0.9465333010674093
charged,100896677.0,0.9639234897696383
identified,100816128.0,0.9999499683225287
explain,100786728.0,0.9046760402818117
thank,99054629.0,0.9993398491250722
assumed,99010046.0,0.9385182994460987
meant,98525445.0,0.9999617459225888
remaining,98452296.0,0.9580891440053364
signed,98328882.0,0.9869772037070451
admitted,98102712.0,0.940413461760364
arrived,97528584.0,0.9842380568141951
pointed,96945843.0,0.8946513570468411
recommended,96414933.0,0.9683795040338824
maintained,96354437.0,0.9999572930927924
improve,96207508.0,0.9999023153161809
save,95726050.0,0.829660620071548
owned,95494709.0,0.8153934999686736
organized,95479040.0,0.9106003684159372
elected,94903521.0,0.9240297733526662
affect,94773345.0,0.9805316357674196
explained,94510131.0,0.9901099491651324
expect,94074004.0,0.9840638971846037
examined,93752814.0,0.9743595642899849
build,93621697.0,0.8773715242525458
attached,93246447.0,0.9167420716845115
sought,93084376.0,0.9956987518506866
regarded,93003024.0,0.9953692258436672
suppose,92370980.0,0.999982039813803
delivered,91752285.0,0.9615647610302022
sell,91133774.0,0.9626674080237256
forced,90706838.0,0.938541017161242
killed,90547825.0,0.9999567300484579
desired,90289206.0,0.9223501422750356
declared,89068439.0,0.9756654767464825
protect,88671381.0,0.9999317254346135
supposed,88445359.0,0.9965321187740331
discovered,88177337.0,0.9756711523279502
assume,87942018.0,0.9157994532261018
calculated,87924681.0,0.9238895276742602
receiving,87188091.0,0.9503883506292161
buy,87125404.0,0.8762362123451387
keeping,86711940.0,0.8755241550356272
lies,85943524.0,0.897260089078963
perform,85767359.0,0.9999628646604357
changing,85171973.0,0.8092543893517649
chosen,84676414.0,0.9629491277228627
assigned,84190967.0,0.9662570332515601
acquired,84139472.0,0.9492258520471819
seek,84010637.0,0.9876426362533116
talking,83736965.0,0.936600329376638
ensure,83544511.0,0.9702411089580738
dated,83202741.0,0.8430767082541187
grown,83083241.0,0.8956600284767418
producing,83033417.0,0.8412240700632614
becoming,82326183.0,0.9534873006319265
committed,82220962.0,0.9324401361297622
draw,82071694.0,0.8389228325176278
spoke,81949213.0,0.9873880301937737
determining,81510259.0,0.9363381853565206
remove,80737228.0,0.9997445044806343
refer,80624102.0,0.9998485316462812
stopped,80197076.0,0.9999793633373865
permitted,80029712.0,0.9999280642169498
played,79505777.0,0.9959809209838928
grow,79224796.0,0.9671090475259791
preceding,79102787.0,0.9834640465954758
describe,78907125.0,0.9036424404006609
operate,78883683.0,0.9290038219944675
revised,78814516.0,0.9872866059343688
denied,78334933.0,0.9592269900837217
seeing,77715244.0,0.9713803124648235
finished,77551586.0,0.8290945332826591
waiting,77358959.0,0.9134955525965648
ran,77299498.0,0.9825671054163896
claimed,77285990.0,0.9861517721387796
refused,77285133.0,0.9999811089152166
dealing,77267854.0,0.9161396277422174
composed,77144475.0,0.9802286683524647
experienced,76959864.0,0.8382306262911275
settled,76688156.0,0.9104974958584218
raise,76588435.0,0.9551241646339946
choose,76417905.0,0.9032028684900483
distributed,76144288.0,0.9139078560955223
listed,76004673.0,0.9719290154698778
identify,75931075.0,0.9999449237351111
sitting,75517788.0,0.8934467598547775
starting,75244086.0,0.8695464385068084
walked,75240574.0,0.9999484985321883
informed,75089319.0,0.8869719939795965
constructed,74982718.0,0.9826279170088232
illustrated,74882841.0,0.8225169635324066
exposed,74683466.0,0.9467642677430103
arranged,74560360.0,0.9731695501470218
achieved,74472803.0,0.9930296836014082
replied,74431965.0,0.9999776843188273
wait,74296861.0,0.9277197457911446
occupied,74279524.0,0.8565255883976854
discuss,74244480.0,0.9274214729499082
involving,74135237.0,0.999947150637692
stands,73670369.0,0.8451860883172717
concluded,73564001.0,0.9518670823790566
joined,72840928.0,0.9999570708379772
achieve,72030687.0,0.9886293879162918
ended,71914894.0,0.8968394780641684
supplied,71720694.0,0.9906706842518841
repeated,71645943.0,0.9881625816551818
taught,71518948.0,0.9998768717906756
considering,71447660.0,0.8435138813503479
founded,71057412.0,0.827209046116118
turning,70944609.0,0.8103904131743118
addressed,70492396.0,0.9821569549146832
cited,70435433.0,0.8727011020149475
enable,70420866.0,0.9844584984228965
continuing,70276459.0,0.8511283984868959
tend,70188318.0,0.9999741125011715
extend,69994514.0,0.9787461914515186
caught,69987017.0,0.9764626630679231
requested,69678849.0,0.9998111622079177
transferred,69644223.0,0.9999509937816379
accompanied,69591903.0,0.9778504548151241
alleged,69588918.0,0.8396440364254549
sit,69218685.0,0.952171787141001
imposed,69183529.0,0.9731142075738866
rendered,69084166.0,0.9999525361571275
happen,68894282.0,0.9976099758177319
resulted,68754181.0,0.9999737906848167
secured,67800338.0,0.9361092123169061
purchased,67498874.0,0.9905580202715678
satisfied,66951956.0,0.8909033367150617
eat,66921336.0,0.9236042747263743
helped,66578722.0,0.9984981237699336
exceed,66384000.0,0.9932657116172572
demonstrated,66346506.0,0.9924240622407455
join,66097957.0,0.9997654390437514
prescribed,65985033.0,0.9423619747223586
knowing,65903459.0,0.9969389315362036
examine,65855539.0,0.9584013426721782
seeking,65639299.0,0.9373717869838921
announced,65582046.0,0.9810643907022968
qualified,65269105.0,0.933375921119188
designated,64916308.0,0.9649133927949198
resolved,64913184.0,0.9999430470087556
modified,64716393.0,0.9618344613241965
lose,64207597.0,0.9999368922029584
planned,64176248.0,0.8286314743735097
amend,64172126.0,0.8298441600641375
proceed,64145346.0,0.9999642530574236
realized,64015875.0,0.9999573543281256
furnished,63925039.0,0.9402714169638599
rising,63629645.0,0.9678129274491474
decide,63522417.0,0.9765506876100133
recognize,63445941.0,0.9999542917962239
constitute,63427043.0,0.9943507377444665
won,63175488.0,0.9320098168454195
devoted,63114781.0,0.8915426324619585
separated,63090364.0,0.9245893239734676
bringing,63080507.0,0.915735632879425
ending,63019622.0,0.8018957809680293
covering,62865704.0,0.8604217332871991
grew,62573472.0,0.9830352069963451
opposed,62523676.0,0.9817782147038188
ing,62497672.0,0.854964389713588
assist,62012181.0,0.9559469937043498
forming,61941220.0,0.8720247518534507
asking,61681959.0,0.9651228003312929
creating,61669113.0,0.863286618051406
tested,61564398.0,0.9723377787272443
shared,61509932.0,0.9525408351939001
fail,61482159.0,0.9717547166813059
attended,61397100.0,0.9730622781857775
destroyed,61178421.0,0.9868942024508935
revealed,60938178.0,0.963286627965805
depend,60854131.0,0.9896842993288327
loved,60795752.0,0.9820446829903511
submit,60679694.0,0.9999173693921396
representing,60542374.0,0.999947458287645
lying,60466896.0,0.9487499573320252
pulled,60395094.0,0.9999734912243038
reflect,60314103.0,0.9999197368482791
putting,59886424.0,0.9999437936050415
prepare,59724922.0,0.9934894682658606
deemed,59513678.0,0.991624530414672
requiring,59368725.0,0.9999577218476563
adding,59173483.0,0.9105006544907962
suffered,59171815.0,0.9999725376008831
managed,59157852.0,0.9683780100737938
promote,58752222.0,0.9999005654628688
released,58698197.0,0.9999095883643581
extending,58624104.0,0.9614552232644784
struck,58578726.0,0.999969698897173
noticed,58016886.0,0.9964197837160719
supporting,57919497.0,0.869076072950012
hit,57894986.0,0.8209114516410799
serving,57741902.0,0.8496374435327745
vary,57703348.0,0.9999508347418593
begun,57536573.0,0.9851506275843019
consisting,57367182.0,0.9831665254186618
accomplished,57340215.0,0.9213346688707045
arise,57220564.0,0.980935193158879
enjoy,57006050.0,0.9603968175307709
depending,56656427.0,0.8768602545303466
quoted,56604373.0,0.9998405070223108
paying,56531726.0,0.9541949064141434
bought,56487772.0,0.974826250891963
spend,56322936.0,0.9999425988730417
reducing,56300830.0,0.9756338405668264
protected,56166191.0,0.9309297117904969
attend,56045171.0,0.9759906344116606
attempted,55560662.0,0.9811707607083587
confirmed,55185451.0,0.9743281974808904
dropped,55178329.0,0.98896030360035
kill,54839204.0,0.9077001190608092
classified,54838197.0,0.8054924562891811
adapted,54783459.0,0.9126585636003743
generated,54584980.0,0.9044696178325979
gained,54287796.0,0.9942760247625452
visited,53951702.0,0.999950511292489
drew,53842559.0,0.8799586587257118
reflected,53478724.0,0.999958058086801
allowing,53376108.0,0.957514174694041
falling,53366448.0,0.9551516713272729
sustained,53208994.0,0.9315216709415706
define,53122920.0,0.9255464684546708
teach,53117697.0,0.9998716058792986
encourage,53073836.0,0.9444639539527536
contribute,53032229.0,0.990039622886679
pleased,52953668.0,0.950515137119491
hoped,52899204.0,0.9971822449351033
establishing,52851303.0,0.9284327956871754
telling,52555509.0,0.8903513235881704
entering,52532060.0,0.9473891943319946
imagine,52394576.0,0.9710044222898186
surrounding,52356850.0,0.9874586228927065
walking,52249886.0,0.8236947923675852
reaching,52224925.0,0.8522147422901996
afford,51965523.0,0.9929788640826341
observe,51906193.0,0.9999666321126652
admit,51830727.0,0.9855813907453006
involve,51780055.0,0.9999646002693509
remembered,51552508.0,0.9816112729180897
treat,51551793.0,0.9019787536778788
varying,51427157.0,0.9603414981699261
restricted,51346823.0,0.8476036190204017
spoken,51267988.0,0.966564164757158
executed,51199880.0,0.9826968344457058
existed,51155774.0,0.9986836481058815
forget,50942366.0,0.9319858052922002
applying,50908429.0,0.8824321999800858
situated,50893011.0,0.9999734541153401
succeeded,50633053.0,0.9999628503538983
rejected,50413814.0,0.9999641764854371
contributed,50320272.0,0.971820203992538
realize,50280639.0,0.9999355219013824
recover,49862092.0,0.9999703582432923
broke,49830477.0,0.9534001851918856
confined,49791059.0,0.9840648297920316
belonging,49564397.0,0.9240056930380894
enacted,49445688.0,0.9241184185767625
maintaining,49251631.0,0.9999326925843329
mounted,49016405.0,0.9999603602100154
arising,48905913.0,0.9772971419631814
differ,48738593.0,0.9908493870555516
measuring,48730866.0,0.8356803878675171
retained,48618025.0,0.9999459254052381
watched,48601940.0,0.9973335220775138
win,48305535.0,0.8726966588818444
hath,48267627.0,0.9079835435042207
belong,48243149.0,0.9936993748065658
characterized,48087887.0,0.9922250274793734
listen,48061979.0,0.9999104697707101
obtaining,48003679.0,0.999934338366024
faced,47854835.0,0.8162316096168757
affecting,47177998.0,0.9214821705660338
accused,47138073.0,0.9597668958593195
render,47001836.0,0.9233475049783162
invited,46436438.0,0.999906840399774
recall,46430995.0,0.8358884404695613
causing,46396253.0,0.9684287866953394
possess,46182113.0,0.9999599845074217
fallen,46009787.0,0.935172901365529
wished,45745087.0,0.9999734397707015
adopt,45724397.0,0.9783262313989619
suffer,45707329.0,0.9999625443000618
smiled,45643872.0,0.9999340984919071
promised,45542524.0,0.9792498544876432
watching,45423579.0,0.9535153317619468
participate,45377916.0,0.9999122260264222
preserved,45370711.0,0.9999388812751909
abandoned,45363098.0,0.9530362542699354
saved,45353760.0,0.980862071854682
thrown,45220705.0,0.9999663207373702
demonstrate,45179536.0,0.9774254875039
acted,45162494.0,0.9908687062322111
respond,45036501.0,0.9700459855884452
preparing,44934159.0,0.9998387195807982
sees,44902096.0,0.9999460158830893
improving,44818885.0,0.9533219311457659
furnish,44745630.0,0.9116549929009827
decreased,44705588.0,0.948261881713758
imported,44523384.0,0.9525900367321586
gathered,44316046.0,0.9902584043711842
suspended,44200599.0,0.9828755940615194
translated,44198631.0,0.9997118462786777
serves,44001791.0,0.9998564831145169
enjoyed,43817327.0,0.9960981189016848
shut,43801309.0,0.9394778361532529
influenced,43785810.0,0.9905266112468857
deliver,43666293.0,0.972318694421805
encouraged,43501961.0,0.9644529128238609
returning,43496155.0,0.9999450756049586
consist,43421387.0,0.9952572910671877
talked,43211482.0,0.9999834766139241
installed,43198480.0,0.9882572951640891
linked,43052752.0,0.8996485056286297
pending,43029499.0,0.9196597664313962
engage,43024492.0,0.9827357403778294
convinced,42998722.0,0.9287350214734289
overcome,42968313.0,0.9999295760110479
hurt,42861947.0,0.8123687661692083
recovered,42725193.0,0.9999603746670027
demanded,42663358.0,0.9948362245653518
picked,42636636.0,0.9844265387166098
employ,42597363.0,0.8147344707699394
recommend,42428437.0,0.999830019663463
refuse,42381024.0,0.8868272743952577
indicating,42363762.0,0.9999544185901148
possessed,42336086.0,0.9999728127914328
stored,42182987.0,0.9998723181931142
undertaken,42048834.0,0.9999471804616509
exceeding,41952009.0,0.9809217241539017
dealt,41905558.0,0.9959035028241361
cried,41857629.0,0.9929345018562805
justified,41793158.0,0.8293633613425432
discharged,41453633.0,0.9099267366988075
expanded,41382056.0,0.9312267616669408
surprised,41319316.0,0.9473237407899008
throw,41269504.0,0.9999450441662686
focused,41260674.0,0.9217536291336395
incurred,41232274.0,0.999898332068709
conclude,41199866.0,0.992469829877602
viewed,41185925.0,0.9999375029212043
shook,41093191.0,0.9999789989538657
destroy,40999378.0,0.9770690423644963
facing,40995645.0,0.9204783093423704
satisfy,40961802.0,0.9999630387354541
excluded,40867502.0,0.9628179867710045
disposed,40772776.0,0.9160020647110219
missing,40651870.0,0.9318646596085248
administered,40597385.0,0.9715670110279271
discover,40594371.0,0.955826855895858
perceived,40564744.0,0.9999672868636864
introduce,40545751.0,0.9999470228088758
collect,40505428.0,0.9361111552752881
preserve,40464827.0,0.8764103946372982
helping,40213751.0,0.9931089492248559
manage,40121868.0,0.9999259256822239
assured,40059494.0,0.9283339175477354
buried,39909397.0,0.9331691982216619
manufactured,39900457.0,0.8768268493766876
converted,39836726.0,0.9534252388110408
investigated,39832643.0,0.9999645014768415
painted,39801798.0,0.8604045224288611
pushed,39743011.0,0.9999791913098884
equipped,39636649.0,0.8718902044418538
deposited,39610748.0,0.9358662451918353
assessed,39517238.0,0.9490544607393867
obliged,39287349.0,0.9930132979957492
attributed,39285741.0,0.9877417865174033
placing,39173360.0,0.8541087616686442
retain,39105760.0,0.9999539709751197
scattered,39103758.0,0.8715483816159051
forgotten,39089208.0,0.9422799766114474
argue,39006863.0,0.9924147450667847
pressed,38988068.0,0.9999683236419922
altered,38831044.0,0.8588661947899212
proceeded,38706343.0,0.9999398806547031
construct,38593999.0,0.929836190336223
dismissed,38526732.0,0.9570141064650902
replace,38392228.0,0.9999487396251137
crossed,38318040.0,0.9717385335993177
acquire,38131945.0,0.9474200699702048
performing,38080757.0,0.9595341027490604
deny,38039573.0,0.9748347332920904
laughed,38037601.0,0.9999553599607924
commenced,38005870.0,0.9528460472027084
solve,37927657.0,0.9999064534885453
relate,37894171.0,0.9999223099510476
surrounded,37788813.0,0.9999644339185779
urged,37787792.0,0.9999677938314045
comprising,37670669.0,0.9622623373107603
handed,37666214.0,0.8077063970379397
consisted,37568012.0,0.9985421906274945
prevented,37301287.0,0.999968741024941
transmitted,36993825.0,0.9510066612468432
evaluate,36936227.0,0.9265573335359889
justify,36898287.0,0.9999617326408676
voted,36747177.0,0.9999597520103382
sending,36727041.0,0.9127027957411543
threatened,36725551.0,0.9684888594319524
studying,36716396.0,0.9647289728545253
appreciate,36701280.0,0.9906997521612325
earned,36637666.0,0.9087177660279997
liked,36596601.0,0.9999646961749262
nodded,36566407.0,0.9999868458500721
advised,36553961.0,0.9593392628503379
wearing,36498308.0,0.9699929925518739
fitted,36453392.0,0.9579746652931502
declined,36411495.0,0.9930426916005509
prefer,36308513.0,0.9999511960184103
computed,36301663.0,0.8786018701126722
referring,36210985.0,0.9999503741751294
interpreted,36147924.0,0.9999632897313826
scheduled,36077103.0,0.8723843485991655
heading,36023274.0,0.9914848661451483
eliminate,35959834.0,0.9577684924796928
dressed,35858535.0,0.8880025076317256
inclined,35768626.0,0.8126791619001524
comply,35703163.0,0.9809787160874234
dying,35690838.0,0.9208796386344305
fought,35599191.0,0.9554489595002313
reveal,35593004.0,0.9999303233860227
borne,35578394.0,0.8288144484543063
pray,35566347.0,0.9471744174345484
subjected,35541386.0,0.9999698098436566
listening,35260427.0,0.848909742357913
granting,35253524.0,0.8967762768907869
encountered,35206511.0,0.9920043482865996
constituted,35204659.0,0.9362060572721355
distinguish,35063964.0,0.9799940189306605
extract,35032172.0,0.8481309979866507
wounded,35018827.0,0.9550176823455566
erected,34906586.0,0.9105239910886731
hung,34878503.0,0.8899056533475649
inserted,34867952.0,0.9999511872678958
assess,34792212.0,0.9239300162921518
compelled,34784789.0,0.9924871184355898
assure,34660592.0,0.9822533036942935
implement,34649484.0,0.9999205182968959
exercised,34634350.0,0.9912820653484186
touched,34619451.0,0.9949736060228107
arrive,34486625.0,0.9781978665642115
describing,34431237.0,0.9553891136702408
displayed,34384203.0,0.9877529806347409
handled,34237533.0,0.9612448128198956
settle,34163392.0,0.9999505025730466
propose,34111231.0,0.9999669610281728
investigate,33999412.0,0.9999370577349985
facilitate,33973254.0,0.9807395252747941
reversed,33876429.0,0.8415742993454239
worn,33856207.0,0.8636712316887712
tied,33773534.0,0.9809995305791808
attacked,33729174.0,0.9889609807818004
arose,33523398.0,0.9959810160055971
detected,33456329.0,0.9896081844484492
enabled,33219617.0,0.9895198370288255
testified,33201541.0,0.9999879523664278
planted,33177745.0,0.9999552410810318
waited,33102354.0,0.99996544052426
ranging,33062167.0,0.8936681918036407
inform,33002107.0,0.9999243078631312
illustrate,32899655.0,0.9999205158838291
valued,32845294.0,0.9049802385693366
disappeared,32802124.0,0.9941557138190198
attending,32751925.0,0.9362177337667938
bore,32713138.0,0.9647516847818146
dissolved,32638524.0,0.9426289926591043
affirmed,32577380.0,0.833382641575228
drove,32555573.0,0.9884600095965136
rely,32509727.0,0.9999468774376358
chose,32505316.0,0.9904801417712721
restored,32432528.0,0.9999377785166793
acknowledged,32425940.0,0.9226025213147252
stating,32415305.0,0.9999658494652449
attained,32324681.0,0.9927042744830181
initiated,32311746.0,0.999959890746851
fired,32260240.0,0.8436394769536742
assembled,32228140.0,0.9769414865394032
